proj_id,fy_start_month_num,rsrc_self_add_flag,allow_complete_flag,rsrc_multi_assign_flag,checkout_flag,project_flag,step_complete_flag,cost_qty_recalc_flag,batch_sum_flag,name_sep_char,def_complete_pct_type,proj_short_name,acct_id,orig_proj_id,source_proj_id,base_type_id,clndr_id,sum_base_proj_id,task_code_base,task_code_step,priority_num,wbs_max_sum_level,strgy_priority_num,last_checksum,critical_drtn_hr_cnt,def_cost_per_qty,last_recalc_date,plan_start_date,plan_end_date,scd_end_date,add_date,last_tasksum_date,fcst_start_date,def_duration_type,task_code_prefix,guid,def_qty_type,add_by_name,web_local_root_path,proj_url,def_rate_type,add_act_remain_flag,act_this_per_link_flag,def_task_type,act_pct_link_flag,critical_path_type,task_code_prefix_flag,def_rollup_dates_flag,use_project_baseline_flag,rem_target_link_flag,reset_planned_flag,allow_neg_act_flag,sum_assign_level,last_fin_dates_id,last_baseline_update_date,cr_external_key,apply_actuals_date,location_id,loaded_scope_level,export_flag,new_fin_dates_id,next_data_date,close_period_flag,sum_refresh_date,trsrcsum_loaded
4680,1,Y,Y,Y,N,Y,N,N,Y,.,CP_Drtn,TP,,,,,6690,5014,1000,10,10,2,500,,0,0.00,2013-08-03 00:00,2013-08-03 00:00,,2015-02-19 12:00,2013-08-03 00:00,,,DT_FixedDUR2,A,r8xWHu550UqBuuAQnWs8dQ,QT_Hour,admin,,,COST_PER_QTY,N,Y,TT_Task,Y,CT_TotFloat,Y,Y,Y,Y,N,N,SL_Taskrsrc,,,,,,7,Y,,,,1899-12-30 00:00,
